이름,속성,사용률,등급,버전,기간
카에데하라 카즈하,바람,77.0,5,3.4, 2023-02-01
카에데하라 카즈하,바람,74.4,5,3.4, 2023-01-16
카에데하라 카즈하,바람,74.3,5,3.3, 2023-01-01
카에데하라 카즈하,바람,68.8,5,3.3, 2022-12-16
카에데하라 카즈하,바람,83.8,5,3.2, 2022-12-01
카에데하라 카즈하,바람,82.9,5,3.2, 2022-11-16
카에데하라 카즈하,바람,82.1,5,3.2, 2022-11-01
카에데하라 카즈하,바람,83.9,5,3.1, 2022-10-16
카에데하라 카즈하,바람,90.9,5,3.1, 2022-10-01
카에데하라 카즈하,바람,92.9,5,3.0, 2022-09-16
카에데하라 카즈하,바람,92.4,5,3.0, 2022-09-01
클레,불,2.7,5,5.7, 2025-07-16
클레,불,2.7,5,5.6, 2025-06-16
클레,불,4.7,5,5.6, 2025-05-16
클레,불,2.6,5,5.5, 2025-04-16
클레,불,2.0,5,5.4, 2025-03-16
클레,불,2.6,5,5.4, 2025-02-16
클레,불,4.8,5,5.3, 2025-01-16
클레,불,2.4,5,5.2, 2024-12-16
클레,불,3.0,5,5.1, 2024-11-16
클레,불,2.9,5,5.1, 2024-10-16
클레,불,6.2,5,5.0, 2024-09-16
클레,불,4.0,5,4.8, 2024-08-16
클레,불,2.9,5,4.7, 2024-07-16
클레,불,1.9,5,4.7, 2024-06-16
클레,불,9.6,5,4.6, 2024-05-16
클레,불,9.8,5,4.6, 2024-05-01
클레,불,4.1,5,4.5, 2024-04-01
클레,불,3.1,5,4.5, 2024-03-16
클레,불,3.2,5,4.4, 2024-02-16
클레,불,2.6,5,4.4, 2024-02-01
클레,불,5.3,5,4.3, 2024-01-16
클레,불,5.1,5,4.3, 2024-01-01
클레,불,2.6,5,4.2, 2023-12-01
클레,불,1.9,5,4.2, 2023-11-16
클레,불,4.8,5,4.1, 2023-10-16
클레,불,3.8,5,4.1, 2023-10-01
클레,불,5.6,5,4.0, 2023-09-16
클레,불,4.4,5,4.0, 2023-09-01
클레,불,1.8,5,3.8, 2023-08-01
클레,불,2.2,5,3.8, 2023-07-16
클레,불,9.1,5,3.7, 2023-07-01
클레,불,9.1,5,3.7, 2023-06-16
클레,불,11.5,5,3.7, 2023-06-01
클레,불,1.5,5,3.6, 2023-05-16
클레,불,1.3,5,3.6, 2023-04-16
클레,불,4.9,5,3.5, 2023-04-01
클레,불,5.7,5,3.5, 2023-03-16
클레,불,2.4,5,3.4, 2023-02-16
클레,불,2.1,5,3.4, 2023-02-01
클레,불,5.4,5,3.4, 2023-01-16
클레,불,3.3,5,3.3, 2023-01-01
클레,불,2.7,5,3.3, 2022-12-16
클레,불,6.5,5,3.2, 2022-12-01
클레,불,7.4,5,3.2, 2022-11-16
클레,불,4.6,5,3.2, 2022-11-01
클레,불,3.6,5,3.1, 2022-10-16
클레,불,4.2,5,3.1, 2022-10-01
클레,불,5.8,5,3.0, 2022-09-16
클레,불,7.2,5,3.0, 2022-09-01
클로린드,번개,5.4,5,5.7, 2025-07-16
클로린드,번개,6.6,5,5.6, 2025-06-16
클로린드,번개,15.6,5,5.6, 2025-05-16
클로린드,번개,10.2,5,5.5, 2025-04-16
클로린드,번개,17.7,5,5.4, 2025-03-16
클로린드,번개,12.9,5,5.4, 2025-02-16
클로린드,번개,18.9,5,5.3, 2025-01-16
클로린드,번개,20.8,5,5.2, 2024-12-16
클로린드,번개,20.2,5,5.1, 2024-11-16
클로린드,번개,14.7,5,5.1, 2024-10-16
클로린드,번개,20.2,5,5.0, 2024-09-16
클로린드,번개,16.2,5,4.8, 2024-08-16
클로린드,번개,36.1,5,4.7, 2024-07-16
클로린드,번개,44.7,5,4.7, 2024-06-16
키니치,풀,18.2,5,5.7, 2025-07-16
키니치,풀,18.5,5,5.6, 2025-06-16
키니치,풀,80.4,5,5.6, 2025-05-16
키니치,풀,23.1,5,5.5, 2025-04-16
키니치,풀,15.1,5,5.4, 2025-03-16
키니치,풀,16.3,5,5.4, 2025-02-16
키니치,풀,53.2,5,5.3, 2025-01-16
키니치,풀,44.4,5,5.2, 2024-12-16
키니치,풀,28.6,5,5.1, 2024-11-16
키니치,풀,31.4,5,5.1, 2024-10-16
타르탈리아,물,5.3,5,5.7, 2025-07-16
타르탈리아,물,4.5,5,5.6, 2025-06-16
타르탈리아,물,5.2,5,5.6, 2025-05-16
타르탈리아,물,3.6,5,5.5, 2025-04-16
타르탈리아,물,8.0,5,5.4, 2025-03-16
타르탈리아,물,12.4,5,5.4, 2025-02-16
타르탈리아,물,5.6,5,5.3, 2025-01-16
타르탈리아,물,10.5,5,5.2, 2024-12-16
타르탈리아,물,14.7,5,5.1, 2024-11-16
타르탈리아,물,11.6,5,5.1, 2024-10-16
타르탈리아,물,21.5,5,5.0, 2024-09-16
타르탈리아,물,14.7,5,4.8, 2024-08-16
타르탈리아,물,18.0,5,4.7, 2024-07-16
타르탈리아,물,20.2,5,4.7, 2024-06-16
타르탈리아,물,23.9,5,4.6, 2024-05-16
타르탈리아,물,27.6,5,4.6, 2024-05-01
타르탈리아,물,23.1,5,4.5, 2024-04-01
타르탈리아,물,24.9,5,4.5, 2024-03-16
타르탈리아,물,23.2,5,4.4, 2024-02-16
타르탈리아,물,24.2,5,4.4, 2024-02-01
타르탈리아,물,15.3,5,4.3, 2024-01-16
타르탈리아,물,15.8,5,4.3, 2024-01-01
타르탈리아,물,22.5,5,4.2, 2023-12-01
타르탈리아,물,22.4,5,4.2, 2023-11-16
타르탈리아,물,42.1,5,4.1, 2023-10-16
타르탈리아,물,44.1,5,4.1, 2023-10-01
타르탈리아,물,43.6,5,4.0, 2023-09-16
타르탈리아,물,39.9,5,4.0, 2023-09-01
타르탈리아,물,47.9,5,3.8, 2023-08-01
타르탈리아,물,47.4,5,3.8, 2023-07-16
타르탈리아,물,28.2,5,3.7, 2023-07-01
타르탈리아,물,27.0,5,3.7, 2023-06-16
타르탈리아,물,23.1,5,3.7, 2023-06-01
타르탈리아,물,25.6,5,3.6, 2023-05-16
타르탈리아,물,30.1,5,3.6, 2023-04-16
타르탈리아,물,30.2,5,3.5, 2023-04-01
타르탈리아,물,32.4,5,3.5, 2023-03-16
타르탈리아,물,39.9,5,3.4, 2023-02-16
타르탈리아,물,40.2,5,3.4, 2023-02-01
타르탈리아,물,31.5,5,3.4, 2023-01-16
타르탈리아,물,31.2,5,3.3, 2023-01-01
타르탈리아,물,32.0,5,3.3, 2022-12-16
타르탈리아,물,48.9,5,3.2, 2022-12-01
타르탈리아,물,44.6,5,3.2, 2022-11-16
타르탈리아,물,29.7,5,3.2, 2022-11-01
타르탈리아,물,30.1,5,3.1, 2022-10-16
타르탈리아,물,31.7,5,3.1, 2022-10-01
타르탈리아,물,30.5,5,3.0, 2022-09-16
타르탈리아,물,36.9,5,3.0, 2022-09-01
타이나리,풀,0.3,5,5.7, 2025-07-16
타이나리,풀,0.7,5,5.6, 2025-06-16
타이나리,풀,1.4,5,5.6, 2025-05-16
타이나리,풀,3.6,5,5.5, 2025-04-16
타이나리,풀,2.9,5,5.4, 2025-03-16
타이나리,풀,1.7,5,5.4, 2025-02-16
타이나리,풀,1.3,5,5.3, 2025-01-16
타이나리,풀,7.2,5,5.2, 2024-12-16
타이나리,풀,16.8,5,5.1, 2024-11-16
타이나리,풀,5.2,5,5.1, 2024-10-16
타이나리,풀,9.0,5,5.0, 2024-09-16
타이나리,풀,5.3,5,4.8, 2024-08-16
타이나리,풀,5.6,5,4.7, 2024-07-16
타이나리,풀,7.3,5,4.7, 2024-06-16
타이나리,풀,4.8,5,4.6, 2024-05-16
타이나리,풀,5.2,5,4.6, 2024-05-01
타이나리,풀,12.6,5,4.5, 2024-04-01
타이나리,풀,13.5,5,4.5, 2024-03-16
타이나리,풀,24.6,5,4.4, 2024-02-16
타이나리,풀,24.5,5,4.4, 2024-02-01
타이나리,풀,10.5,5,4.3, 2024-01-16
타이나리,풀,12.1,5,4.3, 2024-01-01
타이나리,풀,12.3,5,4.2, 2023-12-01
타이나리,풀,11.2,5,4.2, 2023-11-16
타이나리,풀,14.0,5,4.1, 2023-10-16
타이나리,풀,13.5,5,4.1, 2023-10-01
타이나리,풀,6.5,5,4.0, 2023-09-16
타이나리,풀,6.8,5,4.0, 2023-09-01
타이나리,풀,10.4,5,3.8, 2023-08-01
타이나리,풀,11.8,5,3.8, 2023-07-16
타이나리,풀,4.5,5,3.7, 2023-07-01
타이나리,풀,5.7,5,3.7, 2023-06-16
타이나리,풀,9.3,5,3.7, 2023-06-01
타이나리,풀,13.8,5,3.6, 2023-05-16
타이나리,풀,17.5,5,3.6, 2023-04-16
타이나리,풀,19.5,5,3.5, 2023-04-01
타이나리,풀,22.3,5,3.5, 2023-03-16
타이나리,풀,15.8,5,3.4, 2023-02-16
타이나리,풀,20.2,5,3.4, 2023-02-01
타이나리,풀,11.2,5,3.4, 2023-01-16
타이나리,풀,11.0,5,3.3, 2023-01-01
타이나리,풀,13.0,5,3.3, 2022-12-16
타이나리,풀,22.3,5,3.2, 2022-12-01
타이나리,풀,19.1,5,3.2, 2022-11-16
타이나리,풀,16.6,5,3.2, 2022-11-01
타이나리,풀,24.3,5,3.1, 2022-10-16
타이나리,풀,25.8,5,3.1, 2022-10-01
타이나리,풀,27.7,5,3.0, 2022-09-16
타이나리,풀,19.1,5,3.0, 2022-09-01
푸리나,물,92.8,5,5.7, 2025-07-16
푸리나,물,91.8,5,5.6, 2025-06-16
푸리나,물,88.9,5,5.6, 2025-05-16
푸리나,물,80.0,5,5.5, 2025-04-16
푸리나,물,96.7,5,5.4, 2025-03-16
푸리나,물,84.3,5,5.4, 2025-02-16
푸리나,물,75.4,5,5.3, 2025-01-16
푸리나,물,97.7,5,5.2, 2024-12-16
푸리나,물,85.5,5,5.1, 2024-11-16
푸리나,물,89.5,5,5.1, 2024-10-16
푸리나,물,81.7,5,5.0, 2024-09-16
푸리나,물,86.9,5,4.8, 2024-08-16
푸리나,물,95.3,5,4.7, 2024-07-16
푸리나,물,94.0,5,4.7, 2024-06-16
푸리나,물,86.9,5,4.6, 2024-05-16
푸리나,물,85.4,5,4.6, 2024-05-01
푸리나,물,88.6,5,4.5, 2024-04-01
푸리나,물,88.6,5,4.5, 2024-03-16
푸리나,물,84.3,5,4.4, 2024-02-16
푸리나,물,79.6,5,4.4, 2024-02-01
푸리나,물,74.4,5,4.3, 2024-01-16
푸리나,물,74.2,5,4.3, 2024-01-01
푸리나,물,89.7,5,4.2, 2023-12-01
푸리나,물,86.7,5,4.2, 2023-11-16
한운,바람,3.8,5,5.7, 2025-07-16
한운,바람,4.0,5,5.6, 2025-06-16
한운,바람,6.7,5,5.6, 2025-05-16
한운,바람,10.6,5,5.5, 2025-04-16
한운,바람,16.6,5,5.4, 2025-03-16
한운,바람,13.8,5,5.4, 2025-02-16
한운,바람,5.0,5,5.3, 2025-01-16
한운,바람,8.7,5,5.2, 2024-12-16
한운,바람,17.8,5,5.1, 2024-11-16
한운,바람,16.4,5,5.1, 2024-10-16
한운,바람,18.8,5,5.0, 2024-09-16
한운,바람,24.4,5,4.8, 2024-08-16
한운,바람,19.5,5,4.7, 2024-07-16
한운,바람,16.7,5,4.7, 2024-06-16
한운,바람,20.4,5,4.6, 2024-05-16
한운,바람,20.4,5,4.6, 2024-05-01
한운,바람,31.9,5,4.5, 2024-04-01
한운,바람,35.1,5,4.5, 2024-03-16
한운,바람,50.5,5,4.4, 2024-02-16
한운,바람,29.9,5,4.4, 2024-02-01
호두,불,7.1,5,5.7, 2025-07-16
호두,불,7.7,5,5.6, 2025-06-16
호두,불,7.6,5,5.6, 2025-05-16
호두,불,11.7,5,5.5, 2025-04-16
호두,불,11.6,5,5.4, 2025-03-16
호두,불,16.1,5,5.4, 2025-02-16
호두,불,20.9,5,5.3, 2025-01-16
호두,불,15.3,5,5.2, 2024-12-16
호두,불,23.2,5,5.1, 2024-11-16
호두,불,16.5,5,5.1, 2024-10-16
호두,불,25.2,5,5.0, 2024-09-16
호두,불,21.0,5,4.8, 2024-08-16
호두,불,10.5,5,4.7, 2024-07-16
호두,불,9.6,5,4.7, 2024-06-16
호두,불,22.4,5,4.6, 2024-05-16
호두,불,29.9,5,4.6, 2024-05-01
호두,불,30.9,5,4.5, 2024-04-01
호두,불,32.4,5,4.5, 2024-03-16
호두,불,26.7,5,4.4, 2024-02-16
호두,불,27.0,5,4.4, 2024-02-01
호두,불,28.7,5,4.3, 2024-01-16
호두,불,31.6,5,4.3, 2024-01-01
호두,불,21.4,5,4.2, 2023-12-01
호두,불,22.2,5,4.2, 2023-11-16
호두,불,26.7,5,4.1, 2023-10-16
호두,불,32.8,5,4.1, 2023-10-01
호두,불,39.3,5,4.0, 2023-09-16
호두,불,35.8,5,4.0, 2023-09-01
호두,불,20.2,5,3.8, 2023-08-01
호두,불,22.3,5,3.8, 2023-07-16
호두,불,36.1,5,3.7, 2023-07-01
호두,불,37.9,5,3.7, 2023-06-16
호두,불,41.4,5,3.7, 2023-06-01
호두,불,26.7,5,3.6, 2023-05-16
호두,불,33.3,5,3.6, 2023-04-16
호두,불,45.1,5,3.5, 2023-04-01
호두,불,47.7,5,3.5, 2023-03-16
호두,불,38.4,5,3.4, 2023-02-16
호두,불,28.5,5,3.4, 2023-02-01
호두,불,39.6,5,3.4, 2023-01-16
호두,불,39.2,5,3.3, 2023-01-01
호두,불,42.8,5,3.3, 2022-12-16
호두,불,56.7,5,3.2, 2022-12-01
호두,불,54.5,5,3.2, 2022-11-16
호두,불,34.4,5,3.2, 2022-11-01
호두,불,41.8,5,3.1, 2022-10-16
호두,불,49.9,5,3.1, 2022-10-01
호두,불,67.0,5,3.0, 2022-09-16
호두,불,71.0,5,3.0, 2022-09-01
가명,불,0.3,4,5.7, 2025-07-16
가명,불,0.2,4,5.6, 2025-06-16
가명,불,0.2,4,5.6, 2025-05-16
가명,불,0.4,4,5.5, 2025-04-16
가명,불,0.8,4,5.4, 2025-03-16
가명,불,0.6,4,5.4, 2025-02-16
가명,불,0.5,4,5.3, 2025-01-16
가명,불,0.2,4,5.2, 2024-12-16
가명,불,0.5,4,5.1, 2024-11-16
가명,불,0.8,4,5.1, 2024-10-16
가명,불,0.9,4,5.0, 2024-09-16
가명,불,1.0,4,4.8, 2024-08-16
가명,불,0.4,4,4.7, 2024-07-16
가명,불,0.2,4,4.7, 2024-06-16
가명,불,0.9,4,4.6, 2024-05-16
가명,불,0.9,4,4.6, 2024-05-01
가명,불,0.9,4,4.5, 2024-04-01
가명,불,1.2,4,4.5, 2024-03-16
가명,불,3.5,4,4.4, 2024-02-16
가명,불,1.4,4,4.4, 2024-02-01
고로,바위,0.3,4,5.7, 2025-07-16
고로,바위,0.4,4,5.6, 2025-06-16
고로,바위,0.5,4,5.6, 2025-05-16
고로,바위,1.0,4,5.5, 2025-04-16
고로,바위,0.6,4,5.4, 2025-03-16
고로,바위,0.8,4,5.4, 2025-02-16
고로,바위,0.5,4,5.3, 2025-01-16
고로,바위,1.7,4,5.2, 2024-12-16
고로,바위,1.7,4,5.1, 2024-11-16
고로,바위,3.5,4,5.1, 2024-10-16
고로,바위,1.1,4,5.0, 2024-09-16
고로,바위,2.5,4,4.8, 2024-08-16
고로,바위,1.1,4,4.7, 2024-07-16
고로,바위,1.0,4,4.7, 2024-06-16
고로,바위,1.4,4,4.6, 2024-05-16
고로,바위,1.4,4,4.6, 2024-05-01
고로,바위,4.4,4,4.5, 2024-04-01
고로,바위,3.5,4,4.5, 2024-03-16
고로,바위,1.0,4,4.4, 2024-02-16
고로,바위,1.0,4,4.4, 2024-02-01
고로,바위,1.7,4,4.3, 2024-01-16
고로,바위,1.9,4,4.3, 2024-01-01
고로,바위,0.9,4,4.2, 2023-12-01
고로,바위,0.8,4,4.2, 2023-11-16
고로,바위,0.9,4,4.1, 2023-10-16
고로,바위,0.8,4,4.1, 2023-10-01
고로,바위,1.1,4,4.0, 2023-09-16
고로,바위,1.1,4,4.0, 2023-09-01
고로,바위,0.9,4,3.8, 2023-08-01
고로,바위,1.2,4,3.8, 2023-07-16
고로,바위,1.5,4,3.7, 2023-07-01
고로,바위,1.6,4,3.7, 2023-06-16
고로,바위,2.0,4,3.7, 2023-06-01
고로,바위,2.5,4,3.6, 2023-05-16
고로,바위,2.7,4,3.6, 2023-04-16
고로,바위,1.6,4,3.5, 2023-04-01
고로,바위,1.6,4,3.5, 2023-03-16
고로,바위,2.7,4,3.4, 2023-02-16
고로,바위,3.7,4,3.4, 2023-02-01
고로,바위,8.2,4,3.4, 2023-01-16
고로,바위,8.8,4,3.3, 2023-01-01
고로,바위,12.8,4,3.3, 2022-12-16
고로,바위,4.7,4,3.2, 2022-12-01
고로,바위,4.3,4,3.2, 2022-11-16
고로,바위,3.9,4,3.2, 2022-11-01
고로,바위,4.7,4,3.1, 2022-10-16
고로,바위,4.3,4,3.1, 2022-10-01
고로,바위,4.4,4,3.0, 2022-09-16
고로,바위,4.2,4,3.0, 2022-09-01
남연,바람,2.2,4,5.7, 2025-07-16
남연,바람,2.1,4,5.6, 2025-06-16
남연,바람,2.3,4,5.6, 2025-05-16
남연,바람,3.8,4,5.5, 2025-04-16
남연,바람,4.1,4,5.4, 2025-03-16
남연,바람,4.6,4,5.4, 2025-02-16
노엘,바위,0.1,4,5.7, 2025-07-16
노엘,바위,0.2,4,5.6, 2025-06-16
노엘,바위,0.2,4,5.6, 2025-05-16
노엘,바위,0.3,4,5.5, 2025-04-16
노엘,바위,0.3,4,5.4, 2025-03-16
노엘,바위,0.4,4,5.4, 2025-02-16
노엘,바위,0.2,4,5.3, 2025-01-16
노엘,바위,2.1,4,5.2, 2024-12-16
노엘,바위,0.9,4,5.1, 2024-11-16
노엘,바위,4.3,4,5.1, 2024-10-16
노엘,바위,0.7,4,5.0, 2024-09-16
노엘,바위,4.2,4,4.8, 2024-08-16
노엘,바위,0.5,4,4.7, 2024-07-16
노엘,바위,0.5,4,4.7, 2024-06-16
노엘,바위,0.9,4,4.6, 2024-05-16
노엘,바위,0.8,4,4.6, 2024-05-01
노엘,바위,2.8,4,4.5, 2024-04-01
노엘,바위,2.3,4,4.5, 2024-03-16
노엘,바위,0.6,4,4.4, 2024-02-16
노엘,바위,0.6,4,4.4, 2024-02-01
노엘,바위,1.6,4,4.3, 2024-01-16
노엘,바위,1.5,4,4.3, 2024-01-01
노엘,바위,0.5,4,4.2, 2023-12-01
노엘,바위,0.4,4,4.2, 2023-11-16
노엘,바위,0.2,4,4.1, 2023-10-16
노엘,바위,0.1,4,4.1, 2023-10-01
노엘,바위,0.2,4,4.0, 2023-09-16
노엘,바위,0.1,4,4.0, 2023-09-01
노엘,바위,0.1,4,3.8, 2023-08-01
노엘,바위,0.1,4,3.8, 2023-07-16
노엘,바위,0.2,4,3.7, 2023-07-01
노엘,바위,0.2,4,3.7, 2023-06-16
노엘,바위,0.2,4,3.7, 2023-06-01
노엘,바위,0.3,4,3.6, 2023-05-16
노엘,바위,0.3,4,3.6, 2023-04-16
노엘,바위,0.3,4,3.5, 2023-04-01
노엘,바위,0.2,4,3.5, 2023-03-16
노엘,바위,0.4,4,3.4, 2023-02-16
노엘,바위,0.5,4,3.4, 2023-02-01
노엘,바위,1.9,4,3.4, 2023-01-16
노엘,바위,1.7,4,3.3, 2023-01-01
노엘,바위,2.6,4,3.3, 2022-12-16
노엘,바위,0.5,4,3.2, 2022-12-01
노엘,바위,0.5,4,3.2, 2022-11-16
노엘,바위,0.7,4,3.2, 2022-11-01
노엘,바위,0.6,4,3.1, 2022-10-16
노엘,바위,0.5,4,3.1, 2022-10-01
노엘,바위,1.0,4,3.0, 2022-09-16
노엘,바위,1.0,4,3.0, 2022-09-01
달리아,물,8.1,4,5.7, 2025-07-16
도리,번개,0.1,4,5.7, 2025-07-16
도리,번개,0.1,4,5.6, 2025-06-16
도리,번개,0.1,4,5.6, 2025-05-16
도리,번개,0.1,4,5.5, 2025-04-16
도리,번개,0.1,4,5.4, 2025-03-16
도리,번개,0.1,4,5.4, 2025-02-16
도리,번개,0.1,4,5.3, 2025-01-16
도리,번개,0.2,4,5.2, 2024-12-16
도리,번개,0.1,4,5.1, 2024-11-16
도리,번개,0.1,4,5.1, 2024-10-16
도리,번개,0.1,4,5.0, 2024-09-16
도리,번개,0.1,4,4.8, 2024-08-16
도리,번개,0.1,4,4.7, 2024-07-16
도리,번개,0.1,4,4.7, 2024-06-16
도리,번개,0.1,4,4.6, 2024-05-16
도리,번개,0.1,4,4.6, 2024-05-01
도리,번개,0.2,4,4.5, 2024-04-01
도리,번개,0.1,4,4.5, 2024-03-16
도리,번개,0.1,4,4.4, 2024-02-16
도리,번개,0.1,4,4.4, 2024-02-01
도리,번개,0.1,4,4.3, 2024-01-16
도리,번개,0.1,4,4.3, 2024-01-01
도리,번개,0.2,4,4.2, 2023-12-01
도리,번개,0.2,4,4.2, 2023-11-16
도리,번개,0.3,4,4.1, 2023-10-16
도리,번개,0.2,4,4.1, 2023-10-01
도리,번개,0.1,4,4.0, 2023-09-16
도리,번개,0.1,4,4.0, 2023-09-01
도리,번개,0.1,4,3.8, 2023-08-01
도리,번개,0.1,4,3.8, 2023-07-16
도리,번개,0.1,4,3.7, 2023-07-01
도리,번개,0.1,4,3.7, 2023-06-16
도리,번개,0.1,4,3.7, 2023-06-01
도리,번개,0.1,4,3.6, 2023-05-16
도리,번개,0.1,4,3.6, 2023-04-16
도리,번개,0.1,4,3.5, 2023-04-01
도리,번개,0.1,4,3.5, 2023-03-16
도리,번개,0.1,4,3.4, 2023-02-16
도리,번개,0.1,4,3.4, 2023-02-01
도리,번개,0.1,4,3.4, 2023-01-16
도리,번개,0.1,4,3.3, 2023-01-01
도리,번개,0.2,4,3.3, 2022-12-16
도리,번개,0.2,4,3.2, 2022-12-01
도리,번개,0.2,4,3.2, 2022-11-16
도리,번개,0.3,4,3.2, 2022-11-01
도리,번개,0.4,4,3.1, 2022-10-16
도리,번개,0.3,4,3.1, 2022-10-01
도리,번개,0.1,4,3.0, 2022-09-16
디오나,얼음,4.7,4,5.7, 2025-07-16
디오나,얼음,3.9,4,5.6, 2025-06-16
디오나,얼음,0.9,4,5.6, 2025-05-16
디오나,얼음,3.2,4,5.5, 2025-04-16
디오나,얼음,2.7,4,5.4, 2025-03-16
디오나,얼음,6.8,4,5.4, 2025-02-16
디오나,얼음,9.6,4,5.3, 2025-01-16
디오나,얼음,3.1,4,5.2, 2024-12-16
디오나,얼음,2.5,4,5.1, 2024-11-16
디오나,얼음,1.3,4,5.1, 2024-10-16
디오나,얼음,1.8,4,5.0, 2024-09-16
디오나,얼음,2.8,4,4.8, 2024-08-16
디오나,얼음,2.4,4,4.7, 2024-07-16
디오나,얼음,2.4,4,4.7, 2024-06-16
디오나,얼음,2.0,4,4.6, 2024-05-16
디오나,얼음,2.0,4,4.6, 2024-05-01
디오나,얼음,3.0,4,4.5, 2024-04-01
디오나,얼음,3.2,4,4.5, 2024-03-16
디오나,얼음,4.5,4,4.4, 2024-02-16
디오나,얼음,5.1,4,4.4, 2024-02-01
디오나,얼음,2.3,4,4.3, 2024-01-16
디오나,얼음,2.8,4,4.3, 2024-01-01
디오나,얼음,2.5,4,4.2, 2023-12-01
디오나,얼음,2.2,4,4.2, 2023-11-16
디오나,얼음,4.3,4,4.1, 2023-10-16
디오나,얼음,5.5,4,4.1, 2023-10-01
디오나,얼음,3.5,4,4.0, 2023-09-16
디오나,얼음,4.4,4,4.0, 2023-09-01
디오나,얼음,9.2,4,3.8, 2023-08-01
디오나,얼음,9.8,4,3.8, 2023-07-16
디오나,얼음,10.3,4,3.7, 2023-07-01
디오나,얼음,10.1,4,3.7, 2023-06-16
디오나,얼음,9.7,4,3.7, 2023-06-01
디오나,얼음,8.8,4,3.6, 2023-05-16
디오나,얼음,9.5,4,3.6, 2023-04-16
디오나,얼음,11.5,4,3.5, 2023-04-01
디오나,얼음,11.8,4,3.5, 2023-03-16
디오나,얼음,9.8,4,3.4, 2023-02-16
디오나,얼음,11.0,4,3.4, 2023-02-01
디오나,얼음,13.7,4,3.4, 2023-01-16
디오나,얼음,12.4,4,3.3, 2023-01-01
디오나,얼음,11.9,4,3.3, 2022-12-16
디오나,얼음,16.2,4,3.2, 2022-12-01
디오나,얼음,19.0,4,3.2, 2022-11-16
디오나,얼음,18.0,4,3.2, 2022-11-01
디오나,얼음,20.1,4,3.1, 2022-10-16
디오나,얼음,22.6,4,3.1, 2022-10-01
디오나,얼음,25.3,4,3.0, 2022-09-16
디오나,얼음,25.8,4,3.0, 2022-09-01
레이저,번개,0.1,4,5.7, 2025-07-16
레이저,번개,0.1,4,5.6, 2025-06-16
레이저,번개,0.1,4,5.6, 2025-05-16
레이저,번개,0.1,4,5.5, 2025-04-16
레이저,번개,0.1,4,5.4, 2025-03-16
레이저,번개,0.1,4,5.4, 2025-02-16
레이저,번개,0.1,4,5.3, 2025-01-16
레이저,번개,0.1,4,5.2, 2024-12-16
레이저,번개,0.1,4,5.1, 2024-11-16
레이저,번개,0.1,4,5.1, 2024-10-16
레이저,번개,0.1,4,5.0, 2024-09-16
레이저,번개,0.1,4,4.8, 2024-08-16
레이저,번개,0.1,4,4.7, 2024-07-16
레이저,번개,0.1,4,4.7, 2024-06-16
레이저,번개,0.1,4,4.6, 2024-05-16
레이저,번개,0.1,4,4.6, 2024-05-01
레이저,번개,0.1,4,4.5, 2024-04-01
레이저,번개,0.1,4,4.5, 2024-03-16
레이저,번개,0.1,4,4.4, 2024-02-16
레이저,번개,0.1,4,4.4, 2024-02-01
레이저,번개,0.1,4,4.3, 2024-01-16
레이저,번개,0.1,4,4.3, 2024-01-01
레이저,번개,0.1,4,4.2, 2023-12-01
레이저,번개,0.1,4,4.2, 2023-11-16
레이저,번개,0.1,4,4.1, 2023-10-16
레이저,번개,0.1,4,4.1, 2023-10-01
레이저,번개,0.1,4,4.0, 2023-09-16
레이저,번개,0.1,4,4.0, 2023-09-01
레이저,번개,0.1,4,3.8, 2023-08-01
레이저,번개,0.1,4,3.8, 2023-07-16
레이저,번개,0.1,4,3.7, 2023-07-01
레이저,번개,0.1,4,3.7, 2023-06-16
레이저,번개,0.2,4,3.7, 2023-06-01
레이저,번개,0.1,4,3.6, 2023-05-16
레이저,번개,0.1,4,3.6, 2023-04-16
레이저,번개,0.1,4,3.5, 2023-04-01
레이저,번개,0.1,4,3.5, 2023-03-16
레이저,번개,0.1,4,3.4, 2023-02-16
레이저,번개,0.1,4,3.4, 2023-02-01
레이저,번개,0.1,4,3.4, 2023-01-16
레이저,번개,0.1,4,3.3, 2023-01-01
레이저,번개,0.1,4,3.3, 2022-12-16
레이저,번개,0.1,4,3.2, 2022-12-01
레이저,번개,0.1,4,3.2, 2022-11-16
레이저,번개,0.2,4,3.2, 2022-11-01
레이저,번개,0.2,4,3.1, 2022-10-16
레이저,번개,0.4,4,3.1, 2022-10-01
레이저,번개,0.2,4,3.0, 2022-09-16
레이저,번개,0.2,4,3.0, 2022-09-01
레일라,얼음,11.3,4,5.7, 2025-07-16
레일라,얼음,11.9,4,5.6, 2025-06-16
레일라,얼음,1.7,4,5.6, 2025-05-16
레일라,얼음,3.2,4,5.5, 2025-04-16
레일라,얼음,2.1,4,5.4, 2025-03-16
레일라,얼음,7.1,4,5.4, 2025-02-16
레일라,얼음,9.3,4,5.3, 2025-01-16
레일라,얼음,6.7,4,5.2, 2024-12-16
레일라,얼음,5.0,4,5.1, 2024-11-16
레일라,얼음,3.2,4,5.1, 2024-10-16
레일라,얼음,5.3,4,5.0, 2024-09-16
레일라,얼음,4.4,4,4.8, 2024-08-16
레일라,얼음,5.7,4,4.7, 2024-07-16
레일라,얼음,4.6,4,4.7, 2024-06-16
레일라,얼음,4.8,4,4.6, 2024-05-16
